LAMMPS data file via write_data, version 29 Sep 2021, timestep = 0

29386 atoms
4 atom types
2500 bonds
1 bond types

-42 42 xlo xhi
-42 42 ylo yhi
-51 51 zlo zhi

Masses

1 12
2 15
3 17
4 18

Atoms # bond

989 0 1 -21.3 -24.595121467478197 4.899 0 0 0
980 0 1 -21.3 -22.135609320730378 4.899 0 0 0
979 0 1 -22.010000000000005 -23.36536539410429 4.899 0 0 0
978 0 1 -23.43 -23.365365394104288 4.899 0 0 0
977 0 1 -24.14 -24.5951214674782 4.899 0 0 0
965 0 1 -24.140000000000004 -22.13560932073038 4.899 0 0 0
46 0 1 -21.3 -24.595121467478197 -4.899 0 0 0
37 0 1 -21.3 -22.135609320730378 -4.899 0 0 0
36 0 1 -22.010000000000005 -23.36536539410429 -4.899 0 0 0
35 0 1 -23.43 -23.365365394104288 -4.899 0 0 0
34 0 1 -24.14 -24.5951214674782 -4.899 0 0 0
22 0 1 -24.140000000000004 -22.13560932073038 -4.899 0 0 0
1887 0 4 -38.339999999999996 -22.135609320730378 -48 0 0 0
1888 0 4 -36.92 -22.13560932073038 -48 0 0 0
1889 0 4 -40.46999999999999 -25.824877540852107 -48 0 0 0
1890 0 4 -39.050000000000004 -25.82487754085211 -48 0 0 0
1891 0 4 -38.339999999999996 -24.595121467478197 -48 0 0 0
1892 0 4 -34.08 -22.135609320730378 -48 0 0 0
1893 0 4 -32.660000000000004 -22.13560932073038 -48 0 0 0
1894 0 4 -40.47 -28.284389687599926 -48 0 0 0
1895 0 4 -36.92 -27.05463361422602 -48 0 0 0
1896 0 4 -36.21 -25.824877540852107 -48 0 0 0
1897 0 4 -34.08 -24.595121467478197 -48 0 0 0
1898 0 4 -30.53 -23.36536539410429 -48 0 0 0
1899 0 4 -29.82 -22.135609320730378 -48 0 0 0
1900 0 4 -28.4 -22.13560932073038 -48 0 0 0
1901 0 4 -39.05 -30.74390183434775 -48 0 0 0
1902 0 4 -38.339999999999996 -29.514145760973836 -48 0 0 0
1903 0 4 -36.92 -29.51414576097384 -48 0 0 0
1904 0 4 -36.209999999999994 -28.284389687599926 -48 0 0 0
1905 0 4 -34.08 -27.054633614226017 -48 0 0 0
1906 0 4 -32.66 -27.05463361422602 -48 0 0 0
1907 0 4 -30.530000000000005 -25.82487754085211 -48 0 0 0
1908 0 4 -29.82 -24.595121467478197 -48 0 0 0
1909 0 4 -28.400000000000002 -24.5951214674782 -48 0 0 0
1910 0 4 -27.689999999999998 -23.365365394104288 -48 0 0 0
1911 0 4 -26.27 -23.36536539410429 -48 0 0 0
1912 0 4 -25.56 -22.135609320730378 -48 0 0 0
1913 0 4 -39.050000000000004 -33.203413981095565 -48 0 0 0
1914 0 4 -38.34 -31.973657907721655 -48 0 0 0
1915 0 4 -36.92 -31.97365790772166 -48 0 0 0
1916 0 4 -36.209999999999994 -30.743901834347746 -48 0 0 0
1917 0 4 -34.790000000000006 -30.74390183434775 -48 0 0 0
1918 0 4 -32.660000000000004 -29.51414576097384 -48 0 0 0
1919 0 4 -31.95 -28.284389687599926 -48 0 0 0
1920 0 4 -29.819999999999997 -27.054633614226017 -48 0 0 0
1921 0 4 -27.69 -25.824877540852107 -48 0 0 0
1922 0 4 -23.43 -23.365365394104288 -48 0 0 0
1923 0 4 -22.010000000000005 -23.36536539410429 -48 0 0 0
1924 0 4 -21.3 -22.135609320730378 -48 0 0 0
1925 0 4 -39.05 -35.66292612784339 -48 0 0 0
1926 0 4 -38.339999999999996 -34.43317005446948 -48 0 0 0
1927 0 4 -36.21 -33.203413981095565 -48 0 0 0
1928 0 4 -34.79 -33.203413981095565 -48 0 0 0
1929 0 4 -34.08 -31.973657907721655 -48 0 0 0
1930 0 4 -31.949999999999996 -30.743901834347746 -48 0 0 0
1931 0 4 -27.689999999999998 -28.284389687599926 -48 0 0 0
1932 0 4 -24.14 -27.05463361422602 -48 0 0 0
1933 0 4 -23.43 -25.824877540852107 -48 0 0 0
1934 0 4 -22.009999999999998 -25.82487754085211 -48 0 0 0
1935 0 4 -21.3 -24.595121467478197 -48 0 0 0
1936 0 4 -39.05 -38.122438274591204 -48 0 0 0
1937 0 4 -38.339999999999996 -36.8926822012173 -48 0 0 0
1938 0 4 -36.92 -36.8926822012173 -48 0 0 0
1939 0 4 -34.790000000000006 -35.66292612784339 -48 0 0 0
1940 0 4 -31.949999999999996 -33.203413981095565 -48 0 0 0
1941 0 4 -30.530000000000005 -33.203413981095565 -48 0 0 0
1942 0 4 -28.400000000000002 -31.97365790772166 -48 0 0 0
1943 0 4 -27.689999999999998 -30.743901834347746 -48 0 0 0
1944 0 4 -24.140000000000004 -29.51414576097384 -48 0 0 0
1945 0 4 -23.43 -28.284389687599926 -48 0 0 0
1946 0 4 -22.01 -28.28438968759993 -48 0 0 0
1947 0 4 -39.050000000000004 -40.58195042133903 -48 0 0 0
1948 0 4 -36.92 -39.35219434796512 -48 0 0 0
1949 0 4 -34.79 -38.122438274591204 -48 0 0 0
1950 0 4 -32.660000000000004 -36.8926822012173 -48 0 0 0
1951 0 4 -31.95 -35.662926127843384 -48 0 0 0
1952 0 4 -30.53 -35.66292612784339 -48 0 0 0
1953 0 4 -28.400000000000006 -34.43317005446948 -48 0 0 0
1954 0 4 -27.689999999999994 -33.203413981095565 -48 0 0 0
1955 0 4 -26.270000000000003 -33.203413981095565 -48 0 0 0
1956 0 4 -24.14 -31.97365790772166 -48 0 0 0
1957 0 4 -23.429999999999996 -30.743901834347746 -48 0 0 0
1958 0 4 -21.3 -29.51414576097384 -48 0 0 0
1959 0 4 -36.21 -40.58195042133903 -48 0 0 0
1960 0 4 -34.08 -39.35219434796512 -48 0 0 0
1961 0 4 -32.66 -39.35219434796512 -48 0 0 0
1962 0 4 -31.949999999999996 -38.122438274591204 -48 0 0 0
1963 0 4 -29.82 -36.8926822012173 -48 0 0 0
1964 0 4 -28.400000000000002 -36.8926822012173 -48 0 0 0
1965 0 4 -26.270000000000007 -35.66292612784339 -48 0 0 0
1966 0 4 -24.140000000000004 -34.43317005446948 -48 0 0 0
1967 0 4 -23.43 -33.203413981095565 -48 0 0 0
1968 0 4 -21.299999999999997 -31.97365790772166 -48 0 0 0
1969 0 4 -29.819999999999997 -39.35219434796512 -48 0 0 0
1970 0 4 -27.69 -38.122438274591204 -48 0 0 0
1971 0 4 -26.270000000000003 -38.122438274591204 -48 0 0 0
1972 0 4 -25.56 -36.8926822012173 -48 0 0 0
1973 0 4 -24.140000000000008 -36.8926822012173 -48 0 0 0
1974 0 4 -22.010000000000005 -35.66292612784339 -48 0 0 0
1975 0 4 -21.3 -34.43317005446948 -48 0 0 0
1976 0 4 -27.689999999999998 -40.58195042133902 -48 0 0 0
1977 0 4 -25.560000000000002 -39.35219434796512 -48 0 0 0
1978 0 4 -24.14 -39.35219434796512 -48 0 0 0
1979 0 4 -23.43 -38.122438274591204 -48 0 0 0
1980 0 4 -23.43 -40.58195042133902 -48 0 0 0
1981 0 4 -22.01 -40.58195042133903 -48 0 0 0
1982 0 4 -21.299999999999997 -39.35219434796512 -48 0 0 0
1983 0 4 -39.05 -23.36536539410429 -42 0 0 0
1984 0 4 -38.339999999999996 -22.135609320730378 -42 0 0 0
