# Table for LJ Solid-Solid interaction; 

SS
N 20000

           1   1.00000000       0.00000000       2.40000010    
           2   1.00045002      -1.07543473E-03   2.37955379    
           3   1.00090003      -2.14171410E-03   2.35925674    
           4   1.00135005      -3.19881435E-03   2.33910751    
           5   1.00180006      -4.24697390E-03   2.31910396    
           6   1.00225008      -5.28605003E-03   2.29924703    
           7   1.00270009      -6.31635217E-03   2.27953267    
           8   1.00315011      -7.33776111E-03   2.25996280    
           9   1.00360012      -8.35039653E-03   2.24053407    
          10   1.00405025      -9.35473479E-03   2.22124004    
          11   1.00450027      -1.03499657E-02   2.20209503    
          12   1.00495028      -1.13366125E-02   2.18308854    
          13   1.00540030      -1.23148682E-02   2.16421914    
          14   1.00585032      -1.32844448E-02   2.14548898    
          15   1.00630033      -1.42457727E-02   2.12689352    
          16   1.00675035      -1.51987318E-02   2.10843396    
          17   1.00720036      -1.61434412E-02   2.09010744    
          18   1.00765038      -1.70799736E-02   2.07191467    
          19   1.00810039      -1.80083048E-02   2.05385494    
          20   1.00855041      -1.89284328E-02   2.03592730    
          21   1.00900042      -1.98407900E-02   2.01812673    
          22   1.00945044      -2.07448732E-02   2.00046062    
          23   1.00990045      -2.16412302E-02   1.98292005    
          24   1.01035047      -2.25296263E-02   1.96550751    
          25   1.01080048      -2.34103445E-02   1.94822049    
          26   1.01125062      -2.42833383E-02   1.93105865    
          27   1.01170063      -2.51484644E-02   1.91402423    
          28   1.01215065      -2.60059368E-02   1.89711511    
          29   1.01260066      -2.68559698E-02   1.88032627    
          30   1.01305068      -2.76984461E-02   1.86366057    
          31   1.01350069      -2.85333637E-02   1.84711802    
          32   1.01395071      -2.93609146E-02   1.83069432    
          33   1.01440072      -3.01810987E-02   1.81439102    
          34   1.01485074      -3.09939384E-02   1.79820704    
          35   1.01530075      -3.17994840E-02   1.78214085    
          36   1.01575077      -3.25978994E-02   1.76619220    
          37   1.01620078      -3.33891399E-02   1.75035846    
          38   1.01665080      -3.41732763E-02   1.73464143    
          39   1.01710081      -3.49503756E-02   1.71903884    
          40   1.01755083      -3.57205160E-02   1.70354915    
          41   1.01800084      -3.64836231E-02   1.68817425    
          42   1.01845098      -3.72401252E-02   1.67290568    
          43   1.01890099      -3.79895680E-02   1.65775263    
          44   1.01935101      -3.87321003E-02   1.64271188    
          45   1.01980102      -3.94680277E-02   1.62777948    
          46   1.02025104      -4.01972309E-02   1.61295640    
          47   1.02070105      -4.09197323E-02   1.59824193    
          48   1.02115107      -4.16357294E-02   1.58363438    
          49   1.02160108      -4.23451178E-02   1.56913340    
          50   1.02205110      -4.30479757E-02   1.55473900    
          51   1.02250111      -4.37443964E-02   1.54045010    
          52   1.02295113      -4.44344766E-02   1.52626407    
          53   1.02340114      -4.51181419E-02   1.51218319    
          54   1.02385116      -4.57954668E-02   1.49820530    
          55   1.02430117      -4.64665666E-02   1.48432875    
          56   1.02475119      -4.71314676E-02   1.47055387    
          57   1.02520120      -4.77901697E-02   1.45687962    
          58   1.02565134      -4.84429374E-02   1.44330192    
          59   1.02610135      -4.90893610E-02   1.42982769    
          60   1.02655137      -4.97297756E-02   1.41645205    
          61   1.02700138      -5.03642336E-02   1.40317392    
          62   1.02745140      -5.09926565E-02   1.38999391    
          63   1.02790141      -5.16152382E-02   1.37690926    
          64   1.02835143      -5.22319563E-02   1.36392081    
          65   1.02880144      -5.28428815E-02   1.35102654    
          66   1.02925146      -5.34479618E-02   1.33822799    
          67   1.02970147      -5.40472977E-02   1.32552385    
          68   1.03015149      -5.46409152E-02   1.31291270    
          69   1.03060150      -5.52289970E-02   1.30039179    
          70   1.03105152      -5.58113120E-02   1.28796566    
          71   1.03150153      -5.63881658E-02   1.27562881    
          72   1.03195155      -5.69594614E-02   1.26338232    
          73   1.03240156      -5.75253032E-02   1.25122643    
          74   1.03285170      -5.80857508E-02   1.23915696    
          75   1.03330171      -5.86407669E-02   1.22717810    
          76   1.03375173      -5.91902994E-02   1.21528792    
          77   1.03420174      -5.97345605E-02   1.20348430    
          78   1.03465176      -6.02735057E-02   1.19176829    
          79   1.03510177      -6.08072281E-02   1.18013859    
          80   1.03555179      -6.13356829E-02   1.16859365    
          81   1.03600180      -6.18589893E-02   1.15713429    
          82   1.03645182      -6.23771437E-02   1.14575958    
          83   1.03690183      -6.28901497E-02   1.13446832    
          84   1.03735185      -6.33981749E-02   1.12325966    
          85   1.03780186      -6.39011636E-02   1.11213315    
          86   1.03825188      -6.43991232E-02   1.10108924    
          87   1.03870189      -6.48921728E-02   1.09012592    
          88   1.03915191      -6.53803125E-02   1.07924354    
          89   1.03960192      -6.58635646E-02   1.06844211    
          90   1.04005206      -6.63420707E-02   1.05771649    
          91   1.04050207      -6.68156669E-02   1.04707325    
          92   1.04095209      -6.72844425E-02   1.03650916    
          93   1.04140210      -6.77485690E-02   1.02602184    
          94   1.04185212      -6.82079121E-02   1.01561332    
          95   1.04230213      -6.86627179E-02   1.00527954    
          96   1.04275215      -6.91127330E-02  0.995023489    
          97   1.04320216      -6.95582628E-02  0.984842122    
          98   1.04365218      -6.99991733E-02  0.974736810    
          99   1.04410219      -7.04355761E-02  0.964706242    
         100   1.04455221      -7.08674714E-02  0.954749286    
         101   1.04500222      -7.12948814E-02  0.944866300    
         102   1.04545224      -7.17178360E-02  0.935057163    
         103   1.04590225      -7.21364766E-02  0.925319672    
         104   1.04635227      -7.25506544E-02  0.915654838    
         105   1.04680228      -7.29605705E-02  0.906060696    
         106   1.04725242      -7.33662844E-02  0.896535933    
         107   1.04770243      -7.37675428E-02  0.887084961    
         108   1.04815245      -7.41646811E-02  0.877702236    
         109   1.04860246      -7.45575652E-02  0.868389010    
         110   1.04905248      -7.49462843E-02  0.859145939    
         111   1.04950249      -7.53308311E-02  0.849971056    
         112   1.04995251      -7.57113025E-02  0.840864539    
         113   1.05040252      -7.60876685E-02  0.831824839    
         114   1.05085254      -7.64600039E-02  0.822852850    
         115   1.05130255      -7.68281966E-02  0.813948750    
         116   1.05175257      -7.71925226E-02  0.805109322    
         117   1.05220258      -7.75528923E-02  0.796335280    
         118   1.05265260      -7.79093057E-02  0.787627041    
         119   1.05310261      -7.82617852E-02  0.778983891    
         120   1.05355263      -7.86104426E-02  0.770403981    
         121   1.05400264      -7.89551958E-02  0.761889279    
         122   1.05445278      -7.92962536E-02  0.753435433    
         123   1.05490279      -7.96334073E-02  0.745046854    
         124   1.05535281      -7.99668059E-02  0.736720741    
         125   1.05580282      -8.02964717E-02  0.728456378    
         126   1.05625284      -8.06224570E-02  0.720253527    
         127   1.05670285      -8.09447318E-02  0.712112784    
         128   1.05715287      -8.12634006E-02  0.704031944    
         129   1.05760288      -8.15783516E-02  0.696012259    
         130   1.05805290      -8.18898007E-02  0.688051581    
         131   1.05850291      -8.21976885E-02  0.680150986    
         132   1.05895293      -8.25019628E-02  0.672309518    
         133   1.05940294      -8.28027949E-02  0.664526224    
         134   1.05985296      -8.31000730E-02  0.656801760    
         135   1.06030297      -8.33939463E-02  0.649134815    
         136   1.06075299      -8.36843401E-02  0.641525328    
         137   1.06120300      -8.39713439E-02  0.633972645    
         138   1.06165314      -8.42550397E-02  0.626475096    
         139   1.06210315      -8.45352560E-02  0.619036138    
         140   1.06255317      -8.48121867E-02  0.611651659    
         141   1.06300318      -8.50857720E-02  0.604323626    
         142   1.06345320      -8.53561163E-02  0.597050428    
